BR_code,date_time,start_wt,end_wt,diff_wt
BR7-02133,2015-08-20 04:51,4706,4834,128
BR7-02133,2015-08-21 10:44,4304,4278,-26
BR7-02133,2015-08-21 15:53,4127,4820,693
BR7-02133,2015-08-22 04:48,4924,4924,0
BR7-02133,2015-08-23 13:57,4510,4809,299
BR7-02133,2015-08-24 08:50,4662,4833,171
BR7-02133,2015-08-25 04:50,4466,4825,359
BR7-02133,2015-08-26 04:52,4696,4839,143
BR7-02133,2015-08-27 04:51,4454,4840,386
BR7-02134,2015-07-17 14:30,4908,4908,0
BR7-02134,2015-07-18 05:02,4867,4867,0
BR7-02134,2015-07-19 05:01,4792,4866,74
BR7-02134,2015-07-20 05:03,4787,4859,72
BR7-02134,2015-07-21 05:01,4783,4862,79
BR7-02134,2015-07-22 05:08,4780,4865,85
BR7-02134,2015-07-23 05:08,4773,4863,90
BR7-02134,2015-07-24 05:12,4769,4865,96
BR7-02134,2015-07-25 05:04,4778,4864,86
BR7-02134,2015-07-26 05:11,4751,4859,108
BR7-02134,2015-07-27 05:09,4747,4863,116
BR7-02134,2015-07-28 04:59,4734,4862,128
BR7-02134,2015-07-29 05:07,4714,4855,141
BR7-02134,2015-07-30 05:12,4693,4857,164
BR7-02134,2015-07-31 05:13,4680,4852,172
BR7-02134,2015-08-01 04:58,4654,4855,201
BR7-02134,2015-08-02 04:58,4652,4858,206
BR7-02134,2015-08-03 05:00,4600,4854,254
BR7-02134,2015-08-04 05:00,4552,4845,293
BR7-02134,2015-08-05 05:38,4536,4859,323
BR7-02134,2015-08-06 05:35,4527,4851,324
BR7-02134,2015-08-07 05:00,4521,4835,314
BR7-02134,2015-08-08 05:01,4457,4844,387
BR7-02134,2015-08-09 05:01,4476,4851,375
BR7-02134,2015-08-10 12:13,4268,4853,585
BR7-02134,2015-08-11 05:01,4622,4861,239
BR7-02134,2015-08-12 05:09,4442,4847,405
BR7-02134,2015-08-13 04:59,4415,4842,427
BR7-02134,2015-08-14 05:00,4405,4854,449
BR7-02134,2015-08-15 04:58,4473,4858,385
BR7-02134,2015-08-16 14:06,4250,4854,604
BR7-02134,2015-08-17 04:54,4714,4856,142
BR7-02134,2015-08-18 09:38,4514,4838,324
BR7-02134,2015-08-19 04:56,4544,4856,312
BR7-02134,2015-08-20 04:57,4549,4843,294
BR7-02134,2015-08-21 10:51,4408,4411,3
BR7-02134,2015-08-21 16:01,4286,4851,565
BR7-02134,2015-08-22 04:53,4763,4864,101
BR7-02134,2015-08-23 14:03,4448,4839,391
BR7-02134,2015-08-24 08:55,4627,4857,230
BR7-02134,2015-08-25 04:55,4635,4850,215
BR7-02134,2015-08-26 04:57,4587,4854,267
BR7-02134,2015-08-27 04:57,4602,4857,255
BR7-03111,2015-07-17 14:18,4956,4956,0
BR7-03111,2015-07-18 04:49,4912,4912,0
BR7-03111,2015-07-19 04:46,4836,4863,27
BR7-03111,2015-07-20 04:48,4785,4863,78
BR7-03111,2015-07-21 04:46,4781,4863,82
BR7-03111,2015-07-22 04:53,4779,4865,86
BR7-03111,2015-07-23 04:53,4762,4861,99
BR7-03111,2015-07-24 04:56,4746,4864,118
BR7-03111,2015-07-25 04:48,4757,4864,107
BR7-03111,2015-07-26 04:55,4733,4856,123
BR7-03111,2015-07-27 04:53,4725,4863,138
BR7-03111,2015-07-28 04:43,4704,4862,158
BR7-03111,2015-07-29 04:51,4679,4854,175
BR7-03111,2015-07-30 04:55,4658,4851,193
BR7-03111,2015-07-31 04:56,4620,4842,222
BR7-03111,2015-08-01 04:41,4583,4854,271
BR7-03111,2015-08-02 04:40,4582,4848,266
BR7-03111,2015-08-03 04:40,4520,4859,339
BR7-03111,2015-08-04 04:40,4481,4834,353
BR7-03111,2015-08-05 05:18,4468,4853,385
BR7-03111,2015-08-06 05:15,4486,4845,359
BR7-03111,2015-08-07 04:40,4481,4823,342
BR7-03111,2015-08-08 04:40,4436,4843,407
BR7-03111,2015-08-09 04:40,4488,4852,364
BR7-03111,2015-08-10 11:48,4324,4847,523
BR7-03111,2015-08-11 04:43,4645,4850,205
BR7-03111,2015-08-12 04:48,4465,4818,353
BR7-03111,2015-08-13 04:38,4397,4815,418
BR7-03111,2015-08-14 04:37,4393,4844,451
BR7-03111,2015-08-15 04:37,4466,4845,379
BR7-03111,2015-08-16 13:41,4252,4836,584
BR7-03111,2015-08-17 04:37,4645,4841,196
BR7-03111,2015-08-18 09:16,4448,4433,385
BR7-03111,2015-08-19 04:37,4415,4856,441
BR7-03111,2015-08-20 04:37,4515,4841,326
BR7-03111,2015-08-21 10:28,4363,4833,470
BR7-03111,2015-08-21 15:35,4674,4869,195
BR7-03111,2015-08-22 04:37,4748,4860,112
BR7-03111,2015-08-23 13:40,4320,4834,514
BR7-03111,2015-08-24 08:36,4509,4851,342
BR7-03111,2015-08-25 04:37,4557,4842,285
BR7-03111,2015-08-26 04:38,4458,4842,384
BR7-03111,2015-08-27 04:37,4492,4859,367
BR7-03112,2015-07-17 14:21,4916,4916,0
BR7-03112,2015-07-18 04:53,4876,4876,0
BR7-03112,2015-07-19 04:50,4796,4863,67
BR7-03112,2015-07-20 04:53,4782,4860,78
BR7-03112,2015-07-21 04:50,4779,4860,81
BR7-03112,2015-07-22 04:57,4774,4862,88
BR7-03112,2015-07-23 04:57,4762,4858,96
BR7-03112,2015-07-24 05:01,4745,4862,117
BR7-03112,2015-07-25 04:53,4750,4863,113
BR7-03112,2015-07-26 05:00,4721,4859,138
BR7-03112,2015-07-27 04:58,4709,4862,153
BR7-03112,2015-07-28 04:47,4709,4860,151
BR7-03112,2015-07-29 04:56,4669,4853,184
BR7-03112,2015-07-30 05:00,4700,4842,142
BR7-03112,2015-07-31 05:01,4565,4824,259
BR7-03112,2015-08-01 04:46,4647,4624,-23
BR7-03112,2015-08-02 04:45,4244,4698,454
BR7-03112,2015-08-03 04:46,4355,4344,589
BR7-03112,2015-08-04 04:46,4511,4832,321
BR7-03112,2015-08-05 05:24,4534,4673,339
BR7-03112,2015-08-06 05:21,4316,4832,516
BR7-03112,2015-08-07 04:46,4462,4817,355
BR7-03112,2015-08-08 04:46,4542,4603,321
BR7-03112,2015-08-09 04:47,4433,4845,412
BR7-03112,2015-08-10 11:55,4480,4447,167
BR7-03112,2015-08-11 04:48,4076,4838,792
BR7-03112,2015-08-12 04:54,4886,4886,0
BR7-03112,2015-08-13 04:44,4637,4755,218
BR7-03112,2015-08-14 04:44,4142,4848,706
BR7-03112,2015-08-15 04:43,4889,4889,0
BR7-03112,2015-08-16 13:48,4129,4121,-8
BR7-03112,2015-08-17 04:42,4071,4748,777
BR7-03112,2015-08-18 09:23,4606,4656,250
BR7-03112,2015-08-19 04:43,4517,4853,336
BR7-03112,2015-08-20 04:43,4560,4838,278
BR7-03112,2015-08-21 10:34,4424,4421,-3
BR7-03112,2015-08-21 15:42,4303,4857,554
BR7-03112,2015-08-22 04:41,4750,4859,109
BR7-03112,2015-08-23 13:47,4367,4838,471
BR7-03112,2015-08-24 08:42,4586,4858,272
BR7-03112,2015-08-25 04:42,4571,4845,274
BR7-03112,2015-08-26 04:43,4531,4850,319
BR7-03112,2015-08-27 04:43,4525,4859,334
BR7-03113,2015-07-17 14:25,4916,4916,0
BR7-03113,2015-07-18 04:56,4868,4868,0
BR7-03113,2015-07-19 04:55,4786,4862,76
BR7-03113,2015-07-20 04:57,4776,4861,85
BR7-03113,2015-07-21 04:55,4775,4865,90
BR7-03113,2015-07-22 05:02,4777,4864,87
BR7-03113,2015-07-23 05:02,4763,4862,99
BR7-03113,2015-07-24 05:05,4757,4864,107
BR7-03113,2015-07-25 04:57,4773,4863,90
BR7-03113,2015-07-26 05:04,4741,4857,116
BR7-03113,2015-07-27 05:02,4740,4863,123
BR7-03113,2015-07-28 04:52,4706,4864,158
BR7-03113,2015-07-29 05:00,4707,4855,148
BR7-03113,2015-07-30 05:05,4691,4853,162
BR7-03113,2015-07-31 05:06,4674,4850,176
BR7-03113,2015-08-01 04:51,4654,4853,199
BR7-03113,2015-08-02 04:50,4648,4858,210
BR7-03113,2015-08-03 04:52,4593,4854,261
BR7-03113,2015-08-04 04:52,4573,4842,269
BR7-03113,2015-08-05 05:30,4535,4857,322
BR7-03113,2015-08-06 05:27,4608,4819,211
BR7-03113,2015-08-07 04:52,4584,4568,-16
BR7-03113,2015-08-08 04:52,4431,4844,413
BR7-03113,2015-08-09 04:52,4523,4854,331
BR7-03113,2015-08-10 12:03,4380,4853,473
BR7-03113,2015-08-11 04:54,4631,4863,232
BR7-03113,2015-08-12 05:00,4475,4846,371
BR7-03113,2015-08-13 04:50,4467,4844,377
BR7-03113,2015-08-14 04:50,4474,4858,384
BR7-03113,2015-08-15 04:49,4526,4858,332
BR7-03113,2015-08-16 13:56,4392,4858,466
BR7-03113,2015-08-17 04:47,4690,4861,171
BR7-03113,2015-08-18 09:29,4412,4835,423
BR7-03113,2015-08-19 04:48,4577,4861,284
BR7-03113,2015-08-20 04:49,4541,4842,301
BR7-03113,2015-08-21 10:41,4425,4426,1
BR7-03113,2015-08-21 15:49,4308,4855,547
BR7-03113,2015-08-22 04:46,4738,4859,121
BR7-03113,2015-08-23 13:53,4368,4836,468
BR7-03113,2015-08-24 08:47,4583,4853,270
BR7-03113,2015-08-25 04:47,4571,4846,275
BR7-03113,2015-08-26 04:49,4526,4844,318
BR7-03113,2015-08-27 04:48,4512,4855,343
BR7-03114,2015-07-17 14:28,4828,4864,36
BR7-03114,2015-07-18 05:00,4813,4860,47
BR7-03114,2015-07-19 04:59,4768,4863,95
BR7-03114,2015-07-20 05:01,4765,4864,99
BR7-03114,2015-07-21 04:59,4761,4862,101
BR7-03114,2015-07-22 05:06,4756,4865,109
BR7-03114,2015-07-23 05:06,4734,4860,126
BR7-03114,2015-07-24 05:10,4706,4863,157
BR7-03114,2015-07-25 05:02,4741,4860,119
BR7-03114,2015-07-26 05:09,4692,4860,168
BR7-03114,2015-07-27 05:07,4715,4863,148
BR7-03114,2015-07-28 04:56,4721,4863,142
BR7-03114,2015-07-29 05:05,4675,4854,179
BR7-03114,2015-07-30 05:10,4665,4852,187
BR7-03114,2015-07-31 05:11,4636,4852,216
BR7-03114,2015-08-01 04:56,4630,4857,227
BR7-03114,2015-08-02 04:56,4642,4856,214
BR7-03114,2015-08-03 04:57,4594,4840,246
BR7-03114,2015-08-04 04:57,4509,4840,331
BR7-03114,2015-08-05 05:35,4546,4826,280
BR7-03114,2015-08-06 05:32,4511,4850,339
BR7-03114,2015-08-07 04:57,4503,4830,327
BR7-03114,2015-08-08 04:59,4439,4839,400
BR7-03114,2015-08-09 04:58,4460,4855,395
BR7-03114,2015-08-10 12:09,4322,4844,522
BR7-03114,2015-08-11 04:59,4669,4858,189
BR7-03114,2015-08-12 05:06,4424,4845,421
BR7-03114,2015-08-13 04:56,4431,4841,410
BR7-03114,2015-08-14 04:57,4446,4842,396
BR7-03114,2015-08-15 04:55,4470,4847,377
BR7-03114,2015-08-16 14:03,4266,4861,595
BR7-03114,2015-08-17 04:52,4680,4851,171
BR7-03114,2015-08-18 09:35,4465,4834,369
BR7-03114,2015-08-19 04:54,4592,4848,256
BR7-03114,2015-08-20 04:54,4504,4836,332
BR7-03114,2015-08-21 10:48,4391,4388,-3
BR7-03114,2015-08-21 15:57,4259,4849,590
BR7-03114,2015-08-22 04:50,4744,4856,112
BR7-03114,2015-08-23 14:00,4394,4836,442
BR7-03114,2015-08-24 08:52,4587,4857,270
BR7-03114,2015-08-25 04:53,4583,4851,268
BR7-03114,2015-08-26 04:55,4519,4846,327
BR7-03114,2015-08-27 04:54,4526,4857,331
BR7-03121,2015-07-17 14:20,4873,4873,0
BR7-03121,2015-07-18 04:51,4833,4862,29
BR7-03121,2015-07-19 04:49,4790,4865,75
BR7-03121,2015-07-20 04:51,4787,4863,76
BR7-03121,2015-07-21 04:49,4786,4862,76
BR7-03121,2015-07-22 04:56,4780,4867,87
BR7-03121,2015-07-23 04:56,4778,4862,84
BR7-03121,2015-07-24 04:59,4764,4862,98
BR7-03121,2015-07-25 04:51,4773,4863,90
BR7-03121,2015-07-26 04:58,4747,4857,110
BR7-03121,2015-07-27 04:56,4745,4863,118
BR7-03121,2015-07-28 04:46,4721,4862,141
BR7-03121,2015-07-29 04:54,4710,4858,148
BR7-03121,2015-07-30 04:58,4714,4853,139
BR7-03121,2015-07-31 04:59,4641,4849,208
BR7-03121,2015-08-01 04:44,4670,4855,185
BR7-03121,2015-08-02 04:43,4632,4845,213
BR7-03121,2015-08-03 04:44,4589,4856,267
BR7-03121,2015-08-04 04:44,4674,4830,156
BR7-03121,2015-08-05 05:22,4557,4585,278
BR7-03121,2015-08-06 05:18,4490,4852,362
BR7-03121,2015-08-07 04:44,4614,4841,227
BR7-03121,2015-08-08 04:44,4546,4853,307
BR7-03121,2015-08-09 04:44,4536,4855,319
BR7-03121,2015-08-10 11:53,4551,4530,279
BR7-03121,2015-08-11 04:46,4593,4844,251
BR7-03121,2015-08-12 04:51,4438,4755,417
BR7-03121,2015-08-13 04:41,4523,4701,328
BR7-03121,2015-08-14 04:41,4497,4828,331
BR7-03121,2015-08-15 04:41,4496,4848,352
BR7-03121,2015-08-16 13:45,4340,4846,506
BR7-03121,2015-08-17 04:40,4707,4856,149
BR7-03121,2015-08-18 09:20,4508,4818,310
BR7-03121,2015-08-19 04:41,4572,4845,273
BR7-03121,2015-08-20 04:41,4571,4821,250
BR7-03121,2015-08-21 10:32,4452,4442,-10
BR7-03121,2015-08-21 15:39,4315,4853,538
BR7-03121,2015-08-22 04:40,4833,4833,0
BR7-03121,2015-08-23 13:44,4369,4817,448
BR7-03121,2015-08-24 08:40,4644,4848,204
BR7-03121,2015-08-25 04:40,4618,4841,223
BR7-03121,2015-08-26 04:41,4602,4832,230
BR7-03121,2015-08-27 04:41,4563,4846,283
BR7-03122,2015-07-17 14:23,4899,4899,0
BR7-03122,2015-07-18 04:55,4852,4863,11
BR7-03122,2015-07-19 04:53,4783,4864,81
BR7-03122,2015-07-20 04:55,4776,4864,88
BR7-03122,2015-07-21 04:53,4775,4865,90
BR7-03122,2015-07-22 05:00,4775,4866,91
BR7-03122,2015-07-23 05:00,4747,4861,114
BR7-03122,2015-07-24 05:03,4724,4863,139
BR7-03122,2015-07-25 04:55,4737,4863,126
BR7-03122,2015-07-26 05:02,4709,4857,148
BR7-03122,2015-07-27 05:01,4711,4862,151
BR7-03122,2015-07-28 04:50,4707,4861,154
BR7-03122,2015-07-29 04:59,4674,4855,181
BR7-03122,2015-07-30 05:03,4677,4850,173
BR7-03122,2015-07-31 05:04,4634,4845,211
BR7-03122,2015-08-01 04:49,4626,4857,231
BR7-03122,2015-08-02 04:49,4664,4854,190
BR7-03122,2015-08-03 04:49,4627,4863,236
BR7-03122,2015-08-04 04:49,4625,4849,224
BR7-03122,2015-08-05 05:27,4627,4848,221
BR7-03122,2015-08-06 05:24,4599,4831,232
BR7-03122,2015-08-07 04:50,4468,4835,367
BR7-03122,2015-08-08 04:50,4495,4493,358
BR7-03122,2015-08-09 04:50,4636,4632,226
BR7-03122,2015-08-10 12:00,4189,4852,663
BR7-03122,2015-08-11 04:52,4834,4862,28
BR7-03122,2015-08-12 04:57,4426,4846,420
BR7-03122,2015-08-13 04:48,4414,4833,419
BR7-03122,2015-08-14 04:48,4349,4855,506
BR7-03122,2015-08-15 04:47,4433,4851,418
BR7-03122,2015-08-16 13:53,4226,4846,620
BR7-03122,2015-08-17 04:45,4708,4849,141
BR7-03122,2015-08-18 09:26,4408,4818,410
BR7-03122,2015-08-19 04:46,4561,4843,282
BR7-03122,2015-08-20 04:46,4422,4832,410
BR7-03122,2015-08-21 10:38,4314,4311,-3
BR7-03122,2015-08-21 15:46,4175,4857,682
BR7-03122,2015-08-22 04:44,4745,4855,110
BR7-03122,2015-08-23 13:51,4307,4843,536
BR7-03122,2015-08-24 08:45,4587,4859,272
BR7-03122,2015-08-25 04:45,4578,4848,270
BR7-03122,2015-08-26 04:47,4475,4849,374
BR7-03122,2015-08-27 04:46,4482,4857,375
BR7-03123,2015-07-17 14:27,4846,4865,19
BR7-03123,2015-07-18 04:59,4821,4862,41
BR7-03123,2015-07-19 04:57,4778,4861,83
BR7-03123,2015-07-20 04:59,4773,4864,91
BR7-03123,2015-07-21 04:57,4778,4862,84
BR7-03123,2015-07-22 05:04,4772,4865,93
BR7-03123,2015-07-23 05:04,4757,4862,105
BR7-03123,2015-07-24 05:08,4745,4862,117
BR7-03123,2015-07-25 05:00,4773,4863,90
BR7-03123,2015-07-26 05:07,4729,4857,128
BR7-03123,2015-07-27 05:05,4735,4861,126
BR7-03123,2015-07-28 04:55,4712,4860,148
BR7-03123,2015-07-29 05:03,4693,4851,158
BR7-03123,2015-07-30 05:08,4649,4854,205
BR7-03123,2015-07-31 05:09,4683,4845,162
BR7-03123,2015-08-01 04:54,4565,4852,287
BR7-03123,2015-08-02 04:54,4609,4850,241
BR7-03123,2015-08-03 04:55,4553,4848,295
BR7-03123,2015-08-04 04:55,4519,4840,321
BR7-03123,2015-08-05 05:33,4612,4855,243
BR7-03123,2015-08-06 05:30,4656,4855,199
BR7-03123,2015-08-07 04:55,4715,4847,132
BR7-03123,2015-08-08 04:56,4565,4848,283
BR7-03123,2015-08-09 04:56,4606,4861,255
BR7-03123,2015-08-10 12:07,4560,4851,291
BR7-03123,2015-08-11 04:57,4647,4855,208
BR7-03123,2015-08-12 05:03,4524,4848,324
BR7-03123,2015-08-13 04:54,4517,4845,328
BR7-03123,2015-08-14 04:54,4564,4847,283
BR7-03123,2015-08-15 04:53,4571,4845,274
BR7-03123,2015-08-16 14:00,4414,4847,433
BR7-03123,2015-08-17 04:50,4712,4852,140
BR7-03123,2015-08-18 09:33,4517,4833,316
BR7-03123,2015-08-19 04:51,4637,4854,217
BR7-03123,2015-08-20 04:52,4653,4836,183
BR7-03123,2015-08-21 10:45,4469,4454,-15
BR7-03123,2015-08-21 15:54,4399,4836,437
BR7-03123,2015-08-22 04:48,4765,4849,84
BR7-03123,2015-08-23 13:57,4523,4824,301
BR7-03123,2015-08-24 08:50,4643,4839,196
BR7-03123,2015-08-25 04:50,4671,4845,174
BR7-03123,2015-08-26 04:52,4660,4842,182
BR7-03123,2015-08-27 04:52,4654,4844,190
BR7-03124,2015-07-17 14:30,4908,4908,0
BR7-03124,2015-07-18 05:02,4871,4871,0
BR7-03124,2015-07-19 05:01,4804,4867,63
BR7-03124,2015-07-20 05:04,4799,4862,63
BR7-03124,2015-07-21 05:02,4799,4863,64
BR7-03124,2015-07-22 05:08,4800,4865,65
BR7-03124,2015-07-23 05:09,4794,4864,70
BR7-03124,2015-07-24 05:12,4795,4865,70
BR7-03124,2015-07-25 05:04,4806,4865,59
BR7-03124,2015-07-26 05:11,4788,4861,73
BR7-03124,2015-07-27 05:10,4792,4863,71
BR7-03124,2015-07-28 04:59,4781,4863,82
BR7-03124,2015-07-29 05:08,4767,4860,93
BR7-03124,2015-07-30 05:13,4753,4862,109
BR7-03124,2015-07-31 05:14,4734,4857,123
BR7-03124,2015-08-01 04:59,4714,4860,146
BR7-03124,2015-08-02 04:59,4715,4859,144
BR7-03124,2015-08-03 05:01,4685,4861,176
BR7-03124,2015-08-04 05:01,4655,4852,197
BR7-03124,2015-08-05 05:39,4630,4862,232
BR7-03124,2015-08-06 05:36,4609,4853,244
BR7-03124,2015-08-07 05:01,4599,4845,246
BR7-03124,2015-08-08 05:02,4567,4849,282
BR7-03124,2015-08-09 05:02,4576,4859,283
BR7-03124,2015-08-10 12:14,4401,4853,452
BR7-03124,2015-08-11 05:02,4660,4864,204
BR7-03124,2015-08-12 05:10,4532,4853,321
BR7-03124,2015-08-13 05:00,4499,4848,349
BR7-03124,2015-08-14 05:01,4499,4853,354
BR7-03124,2015-08-15 04:59,4538,4860,322
BR7-03124,2015-08-16 14:07,4363,4856,493
BR7-03124,2015-08-17 04:55,4714,4865,151
BR7-03124,2015-08-18 09:39,4680,4849,169
BR7-03124,2015-08-19 04:57,4525,4860,335
BR7-03124,2015-08-20 04:58,4600,4852,252
BR7-03124,2015-08-21 10:52,4496,4491,-5
BR7-03124,2015-08-21 16:02,4390,4849,459
BR7-03124,2015-08-22 04:53,4796,4855,59
BR7-03124,2015-08-23 14:04,4441,4844,403
BR7-03124,2015-08-24 08:55,4625,4860,235
BR7-03124,2015-08-25 04:56,4642,4853,211
BR7-03124,2015-08-26 04:58,4597,4856,259
BR7-03124,2015-08-27 04:58,4609,4863,254
BR7-03131,2015-07-17 14:20,4901,4901,0
BR7-03131,2015-07-18 04:52,4859,4863,4
BR7-03131,2015-07-19 04:49,4789,4863,74
BR7-03131,2015-07-20 04:51,4783,4863,80
BR7-03131,2015-07-21 04:49,4782,4864,82
BR7-03131,2015-07-22 04:56,4780,4866,86
BR7-03131,2015-07-23 04:56,4766,4862,96
BR7-03131,2015-07-24 05:00,4751,4864,113
BR7-03131,2015-07-25 04:52,4754,4865,111
BR7-03131,2015-07-26 04:58,4723,4859,136
BR7-03131,2015-07-27 04:57,4708,4862,154
BR7-03131,2015-07-28 04:46,4693,4860,167
BR7-03131,2015-07-29 04:54,4659,4854,195
BR7-03131,2015-07-30 04:59,4615,4848,233
BR7-03131,2015-07-31 04:59,4580,4840,260
BR7-03131,2015-08-01 04:44,4557,4855,298
BR7-03131,2015-08-02 04:44,4571,4850,279
BR7-03131,2015-08-03 04:44,4511,4855,344
BR7-03131,2015-08-04 04:44,4493,4839,346
BR7-03131,2015-08-05 05:22,4491,4855,364
BR7-03131,2015-08-06 05:19,4454,4850,396
BR7-03131,2015-08-07 04:44,4499,4831,332
BR7-03131,2015-08-08 04:45,4461,4843,382
BR7-03131,2015-08-09 04:45,4466,4855,389
BR7-03131,2015-08-10 11:54,4334,4857,523
BR7-03131,2015-08-11 04:47,4634,4860,226
BR7-03131,2015-08-12 04:52,4465,4852,387
BR7-03131,2015-08-13 04:42,4466,4841,375
BR7-03131,2015-08-14 04:42,4469,4856,387
BR7-03131,2015-08-15 04:42,4523,4858,335
BR7-03131,2015-08-16 13:46,4330,4858,528
BR7-03131,2015-08-17 04:41,4713,4859,146
BR7-03131,2015-08-18 09:21,4440,4834,394
BR7-03131,2015-08-19 04:41,4600,4861,261
BR7-03131,2015-08-20 04:42,4569,4842,273
BR7-03131,2015-08-21 10:32,4468,4467,-1
BR7-03131,2015-08-21 15:40,4366,4854,488
BR7-03131,2015-08-22 04:40,4756,4861,105
BR7-03131,2015-08-23 13:45,4419,4845,426
BR7-03131,2015-08-24 08:40,4614,4852,238
BR7-03131,2015-08-25 04:41,4594,4847,253
BR7-03131,2015-08-26 04:42,4541,4852,311
BR7-03131,2015-08-27 04:42,4528,4857,329
BR7-03132,2015-07-17 14:24,4938,4938,0
BR7-03132,2015-07-18 04:55,4894,4894,0
BR7-03132,2015-07-19 04:53,4817,4864,47
BR7-03132,2015-07-20 04:56,4784,4864,80
BR7-03132,2015-07-21 04:54,4787,4862,75
BR7-03132,2015-07-22 05:00,4788,4866,78
BR7-03132,2015-07-23 05:01,4774,4862,88
BR7-03132,2015-07-24 05:04,4763,4865,102
BR7-03132,2015-07-25 04:56,4778,4863,85
BR7-03132,2015-07-26 05:03,4761,4859,98
BR7-03132,2015-07-27 05:01,4769,4865,96
BR7-03132,2015-07-28 04:51,4776,4867,91
BR7-03132,2015-07-29 04:59,4763,4862,99
BR7-03132,2015-07-30 05:04,4761,4861,100
BR7-03132,2015-07-31 05:05,4760,4860,100
BR7-03132,2015-08-01 04:49,4763,4862,99
BR7-03132,2015-08-02 04:49,4749,4862,113
BR7-03132,2015-08-03 04:50,4733,4863,130
BR7-03132,2015-08-04 04:50,4738,4853,115
BR7-03132,2015-08-05 05:28,4709,4861,152
BR7-03132,2015-08-06 05:25,4743,4860,117
BR7-03132,2015-08-07 04:50,4722,4854,132
BR7-03132,2015-08-08 04:51,4721,4858,137
BR7-03132,2015-08-09 04:51,4704,4860,156
BR7-03132,2015-08-10 12:01,4670,4842,172
BR7-03132,2015-08-11 04:52,4734,4859,125
BR7-03132,2015-08-12 04:58,4712,4853,141
BR7-03132,2015-08-13 04:48,4705,4839,134
BR7-03132,2015-08-14 04:49,4566,4853,287
BR7-03132,2015-08-15 04:48,4687,4862,175
BR7-03132,2015-08-16 13:54,4600,4863,263
BR7-03132,2015-08-17 04:46,4790,4861,71
BR7-03132,2015-08-18 09:27,4688,4851,163
BR7-03132,2015-08-19 04:47,4740,4857,117
BR7-03132,2015-08-20 04:47,4753,4857,104
BR7-03132,2015-08-21 10:39,4628,4628,0
BR7-03132,2015-08-21 15:47,4594,4852,258
BR7-03132,2015-08-22 04:45,4838,4862,24
BR7-03132,2015-08-23 13:52,4610,4849,239
BR7-03132,2015-08-24 08:46,4752,4859,107
BR7-03132,2015-08-25 04:46,4787,4850,63
BR7-03132,2015-08-26 04:47,4690,4851,161
BR7-03132,2015-08-27 04:47,4705,4853,148
BR7-03133,2015-07-17 14:27,4920,4920,0
BR7-03133,2015-07-18 04:59,4868,4868,0
BR7-03133,2015-07-19 04:58,4775,4863,88
BR7-03133,2015-07-20 05:00,4765,4865,100
BR7-03133,2015-07-21 04:58,4762,4863,101
BR7-03133,2015-07-22 05:05,4757,4862,105
BR7-03133,2015-07-23 05:05,4736,4862,126
BR7-03133,2015-07-24 05:08,4728,4863,135
BR7-03133,2015-07-25 05:00,4766,4858,92
BR7-03133,2015-07-26 05:07,4721,4855,134
BR7-03133,2015-07-27 05:06,4669,4864,195
BR7-03133,2015-07-28 04:55,4698,4862,164
BR7-03133,2015-07-29 05:04,4678,4714,36
BR7-03133,2015-07-30 05:08,4544,4533,-11
BR7-03133,2015-07-31 05:09,4299,4281,582
BR7-03133,2015-08-01 04:55,4610,4604,-6
BR7-03133,2015-08-02 04:54,4302,4295,-7
BR7-03133,2015-08-03 04:56,3989,4000,911
BR7-03133,2015-08-04 04:56,4586,4848,262
BR7-03133,2015-08-05 05:34,4501,4853,352
BR7-03133,2015-08-06 05:31,4535,4704,319
BR7-03133,2015-08-07 04:56,4379,4820,741
BR7-03133,2015-08-08 04:57,4372,4841,469
BR7-03133,2015-08-09 04:57,4431,4851,420
BR7-03133,2015-08-10 12:08,4463,4531,68
BR7-03133,2015-08-11 04:58,4298,4268,570
BR7-03133,2015-08-12 05:04,4403,4845,442
BR7-03133,2015-08-13 04:55,4435,4840,405
BR7-03133,2015-08-14 04:55,4424,4848,424
BR7-03133,2015-08-15 04:53,4415,4849,434
BR7-03133,2015-08-16 14:01,4316,4852,536
BR7-03133,2015-08-17 04:50,4662,4858,196
BR7-03133,2015-08-18 09:34,4399,4837,438
BR7-03133,2015-08-19 04:52,4571,4857,286
BR7-03133,2015-08-20 04:53,4494,4833,339
BR7-03133,2015-08-21 10:46,4383,4380,-3
BR7-03133,2015-08-21 15:55,4254,4838,584
BR7-03133,2015-08-22 04:49,4729,4857,128
BR7-03133,2015-08-23 13:58,4396,4827,431
BR7-03133,2015-08-24 08:51,4600,4855,255
BR7-03133,2015-08-25 04:51,4593,4845,252
BR7-03133,2015-08-26 04:53,4493,4844,351
BR7-03133,2015-08-27 04:53,4491,4855,364
BR7-03134,2015-07-17 14:31,4872,4872,0
BR7-03134,2015-07-18 05:03,4834,4864,30
BR7-03134,2015-07-19 05:02,4795,4865,70
BR7-03134,2015-07-20 05:04,4789,4863,74
BR7-03134,2015-07-21 05:02,4789,4863,74
BR7-03134,2015-07-22 05:09,4784,4866,82
BR7-03134,2015-07-23 05:09,4779,4859,80
BR7-03134,2015-07-24 05:13,4772,4863,91
BR7-03134,2015-07-25 05:05,4777,4863,86
BR7-03134,2015-07-26 05:12,4745,4861,116
BR7-03134,2015-07-27 05:10,4749,4864,115
