BR_code,date_time,start_wt,end_wt,diff_wt
BR7-05124,2015/7/18 00:00:00,4867,4867,0
BR7-05124,2015/7/19 00:00:00,4781,4863,82
BR7-05124,2015/7/20 00:00:00,4772,4864,92
BR7-05124,2015/7/21 00:00:00,4775,4865,90
BR7-05124,2015/7/22 00:00:00,4775,4863,88
BR7-05124,2015/7/23 00:00:00,4760,4860,100
BR7-05124,2015/7/24 00:00:00,4752,4865,113
BR7-05124,2015/7/25 00:00:00,4766,4863,97
BR7-05124,2015/7/26 00:00:00,4741,4859,118
BR7-05124,2015/7/27 00:00:00,4746,4863,117
BR7-05124,2015/7/28 00:00:00,4742,4864,122
BR7-05124,2015/7/29 00:00:00,4722,4859,137
BR7-05124,2015/7/30 00:00:00,4705,4857,152
BR7-05124,2015/7/31 00:00:00,4688,4851,163
BR7-05124,2015/8/1 00:00:00,4656,4857,201
BR7-05124,2015/8/2 00:00:00,4644,4855,211
BR7-05124,2015/8/3 00:00:00,4584,4855,271
BR7-05124,2015/8/4 00:00:00,4574,4841,267
BR7-05124,2015/8/5 00:00:00,4523,4854,331
BR7-05124,2015/8/6 00:00:00,4536,4852,316
BR7-05124,2015/8/7 00:00:00,4571,4861,290
BR7-05124,2015/8/8 00:00:00,4512,4878,366
BR7-05124,2015/8/9 00:00:00,4559,4864,305
BR7-05124,2015/8/10 00:00:00,4205,5145,940
BR7-05124,2015/8/11 00:00:00,4993,4993,0
BR7-05124,2015/8/12 00:00:00,4562,4847,285
BR7-05124,2015/8/13 00:00:00,4443,4837,394
BR7-05124,2015/8/14 00:00:00,4412,4851,439
BR7-05124,2015/8/15 00:00:00,4470,4854,384
BR7-05124,2015/8/16 00:00:00,4270,4851,581
BR7-05124,2015/8/17 00:00:00,4766,4862,96
BR7-05124,2015/8/18 00:00:00,4454,4754,300
BR7-05124,2015/8/19 00:00:00,4519,4847,328
BR7-05124,2015/8/20 00:00:00,4505,4837,332
BR7-05124,2015/8/21 00:00:00,4372,4370,-2
BR7-05124,2015/8/21 00:00:00,4238,4849,611
BR7-05124,2015/8/22 00:00:00,4757,4861,104
BR7-05124,2015/8/23 00:00:00,4447,4846,399
BR7-05124,2015/8/24 00:00:00,4665,4855,190
BR7-05124,2015/8/25 00:00:00,4615,4847,232
BR7-05124,2015/8/26 00:00:00,4546,4851,305
BR7-05124,2015/8/27 00:00:00,4550,4856,306
BR7-05131,2015/7/17 00:00:00,4923,4923,0
BR7-05131,2015/7/18 00:00:00,4879,4879,0
BR7-05131,2015/7/19 00:00:00,4804,4863,59
BR7-05131,2015/7/20 00:00:00,4786,4863,77
BR7-05131,2015/7/21 00:00:00,4785,4862,77
BR7-05131,2015/7/22 00:00:00,4783,4865,82
BR7-05131,2015/7/23 00:00:00,4775,4861,86
BR7-05131,2015/7/24 00:00:00,4762,4865,103
BR7-05131,2015/7/25 00:00:00,4770,4867,97
BR7-05131,2015/7/26 00:00:00,4748,4858,110
BR7-05131,2015/7/27 00:00:00,4741,4865,124
BR7-05131,2015/7/28 00:00:00,4737,4861,124
BR7-05131,2015/7/29 00:00:00,4709,4858,149
BR7-05131,2015/7/30 00:00:00,4694,4857,163
BR7-05131,2015/7/31 00:00:00,4677,4851,174
BR7-05131,2015/8/1 00:00:00,4640,4858,218
BR7-05131,2015/8/2 00:00:00,4639,4855,216
BR7-05131,2015/8/3 00:00:00,4578,4862,284
BR7-05131,2015/8/4 00:00:00,4529,4838,309
BR7-05131,2015/8/5 00:00:00,4515,4853,338
BR7-05131,2015/8/6 00:00:00,4544,4856,312
BR7-05131,2015/8/7 00:00:00,4538,4833,295
BR7-05131,2015/8/8 00:00:00,4589,4829,240
BR7-05131,2015/8/9 00:00:00,4362,4853,491
BR7-05131,2015/8/10 00:00:00,4276,4846,570
BR7-05131,2015/8/11 00:00:00,4616,4855,239
BR7-05131,2015/8/12 00:00:00,4451,4847,396
BR7-05131,2015/8/13 00:00:00,4440,4840,400
BR7-05131,2015/8/14 00:00:00,4431,4848,417
BR7-05131,2015/8/15 00:00:00,4456,4853,397
BR7-05131,2015/8/16 00:00:00,4247,4856,609
BR7-05131,2015/8/17 00:00:00,4708,4858,150
BR7-05131,2015/8/18 00:00:00,4433,4835,402
BR7-05131,2015/8/19 00:00:00,4590,4863,273
BR7-05131,2015/8/20 00:00:00,4545,4840,295
BR7-05131,2015/8/21 00:00:00,4469,4829,360
BR7-05131,2015/8/21 00:00:00,4688,4853,165
BR7-05131,2015/8/22 00:00:00,4785,4858,73
BR7-05131,2015/8/23 00:00:00,4341,4830,489
BR7-05131,2015/8/24 00:00:00,4596,4849,253
BR7-05131,2015/8/25 00:00:00,4626,4842,216
BR7-05131,2015/8/26 00:00:00,4557,4847,290
BR7-05131,2015/8/27 00:00:00,4580,4857,277
BR7-05132,2015/7/17 00:00:00,4930,4930,0
BR7-05132,2015/7/18 00:00:00,4883,4883,0
BR7-05132,2015/7/19 00:00:00,4800,4862,62
BR7-05132,2015/7/20 00:00:00,4778,4863,85
BR7-05132,2015/7/21 00:00:00,4779,4861,82
BR7-05132,2015/7/22 00:00:00,4776,4865,89
BR7-05132,2015/7/23 00:00:00,4769,4860,91
BR7-05132,2015/7/24 00:00:00,4756,4862,106
BR7-05132,2015/7/25 00:00:00,4764,4862,98
BR7-05132,2015/7/26 00:00:00,4744,4857,113
BR7-05132,2015/7/27 00:00:00,4736,4865,129
BR7-05132,2015/7/28 00:00:00,4735,4861,126
BR7-05132,2015/7/29 00:00:00,4713,4857,144
BR7-05132,2015/7/30 00:00:00,4698,4854,156
BR7-05132,2015/7/31 00:00:00,4686,4850,164
BR7-05132,2015/8/1 00:00:00,4658,4857,199
BR7-05132,2015/8/2 00:00:00,4649,4857,208
BR7-05132,2015/8/3 00:00:00,4609,4860,251
BR7-05132,2015/8/4 00:00:00,4550,4842,292
BR7-05132,2015/8/5 00:00:00,4518,4856,338
BR7-05132,2015/8/6 00:00:00,4508,4849,341
BR7-05132,2015/8/7 00:00:00,4531,4833,302
BR7-05132,2015/8/8 00:00:00,4484,4846,362
BR7-05132,2015/8/9 00:00:00,4502,4857,355
BR7-05132,2015/8/10 00:00:00,4351,4843,492
BR7-05132,2015/8/11 00:00:00,4618,4860,242
BR7-05132,2015/8/12 00:00:00,4476,4850,374
BR7-05132,2015/8/13 00:00:00,4485,4848,363
BR7-05132,2015/8/14 00:00:00,4441,4854,413
BR7-05132,2015/8/15 00:00:00,4513,4854,341
BR7-05132,2015/8/16 00:00:00,4284,4854,570
BR7-05132,2015/8/17 00:00:00,4719,4860,141
BR7-05132,2015/8/18 00:00:00,4476,4833,357
BR7-05132,2015/8/19 00:00:00,4580,4860,280
BR7-05132,2015/8/20 00:00:00,4578,4842,264
BR7-05132,2015/8/21 00:00:00,4437,4431,-6
BR7-05132,2015/8/21 00:00:00,4304,4842,538
BR7-05132,2015/8/22 00:00:00,4767,4857,90
BR7-05132,2015/8/23 00:00:00,4383,4835,452
BR7-05132,2015/8/24 00:00:00,4645,4851,206
BR7-05132,2015/8/25 00:00:00,4613,4843,230
BR7-05132,2015/8/26 00:00:00,4569,4850,281
BR7-05132,2015/8/27 00:00:00,4596,4857,261
BR7-05133,2015/7/17 00:00:00,4851,4863,12
BR7-05133,2015/7/18 00:00:00,4823,4862,39
BR7-05133,2015/7/19 00:00:00,4786,4866,80
BR7-05133,2015/7/20 00:00:00,4784,4865,81
BR7-05133,2015/7/21 00:00:00,4779,4863,84
BR7-05133,2015/7/22 00:00:00,4776,4863,87
BR7-05133,2015/7/23 00:00:00,4761,4860,99
BR7-05133,2015/7/24 00:00:00,4750,4863,113
BR7-05133,2015/7/25 00:00:00,4767,4862,95
BR7-05133,2015/7/26 00:00:00,4736,4860,124
BR7-05133,2015/7/27 00:00:00,4732,4864,132
BR7-05133,2015/7/28 00:00:00,4714,4862,148
BR7-05133,2015/7/29 00:00:00,4696,4854,158
BR7-05133,2015/7/30 00:00:00,4677,4857,180
BR7-05133,2015/7/31 00:00:00,4694,4848,154
BR7-05133,2015/8/1 00:00:00,4651,4847,196
BR7-05133,2015/8/2 00:00:00,4636,4664,28
BR7-05133,2015/8/3 00:00:00,4350,4831,481
BR7-05133,2015/8/4 00:00:00,4458,4787,329
BR7-05133,2015/8/5 00:00:00,4363,4849,486
BR7-05133,2015/8/6 00:00:00,4455,4847,392
BR7-05133,2015/8/7 00:00:00,4510,4835,325
BR7-05133,2015/8/8 00:00:00,4508,4845,337
BR7-05133,2015/8/9 00:00:00,4494,4851,357
BR7-05133,2015/8/10 00:00:00,4307,4602,295
BR7-05133,2015/8/11 00:00:00,4379,4851,472
BR7-05133,2015/8/12 00:00:00,4539,4830,291
BR7-05133,2015/8/13 00:00:00,4458,4854,396
BR7-05133,2015/8/14 00:00:00,4496,4889,393
BR7-05133,2015/8/15 00:00:00,4847,4861,14
BR7-05133,2015/8/16 00:00:00,4384,4853,469
BR7-05133,2015/8/17 00:00:00,4711,4859,148
BR7-05133,2015/8/18 00:00:00,4486,4834,348
BR7-05133,2015/8/19 00:00:00,4596,4857,261
BR7-05133,2015/8/20 00:00:00,4558,4844,286
BR7-05133,2015/8/21 00:00:00,4461,4461,0
BR7-05133,2015/8/21 00:00:00,4345,4852,507
BR7-05133,2015/8/22 00:00:00,4777,4859,82
BR7-05133,2015/8/23 00:00:00,4457,4845,388
BR7-05133,2015/8/24 00:00:00,4709,4859,150
BR7-05133,2015/8/25 00:00:00,4754,4825,71
BR7-05133,2015/8/26 00:00:00,4587,4839,252
BR7-05133,2015/8/27 00:00:00,4669,4840,171
BR7-05134,2015/7/17 00:00:00,4851,4863,12
BR7-05134,2015/7/18 00:00:00,4812,4863,51
BR7-05134,2015/7/19 00:00:00,4770,4863,93
BR7-05134,2015/7/20 00:00:00,4765,4864,99
BR7-05134,2015/7/21 00:00:00,4766,4864,98
BR7-05134,2015/7/22 00:00:00,4767,4865,98
BR7-05134,2015/7/23 00:00:00,4743,4863,120
BR7-05134,2015/7/24 00:00:00,4727,4864,137
BR7-05134,2015/7/25 00:00:00,4753,4864,111
BR7-05134,2015/7/26 00:00:00,4719,4861,142
BR7-05134,2015/7/27 00:00:00,4730,4865,135
BR7-05134,2015/7/28 00:00:00,4743,4863,120
BR7-05134,2015/7/29 00:00:00,4702,4858,156
BR7-05134,2015/7/30 00:00:00,4697,4853,156
BR7-05134,2015/7/31 00:00:00,4681,4856,175
BR7-05134,2015/8/1 00:00:00,4663,4856,193
BR7-05134,2015/8/2 00:00:00,4657,4853,196
BR7-05134,2015/8/3 00:00:00,4612,4854,242
BR7-05134,2015/8/4 00:00:00,4578,4843,265
BR7-05134,2015/8/5 00:00:00,4574,4856,282
BR7-05134,2015/8/6 00:00:00,4599,4856,257
BR7-05134,2015/8/7 00:00:00,4535,4836,301
BR7-05134,2015/8/8 00:00:00,4450,4844,394
BR7-05134,2015/8/9 00:00:00,4438,4853,415
BR7-05134,2015/8/10 00:00:00,4213,4840,627
BR7-05134,2015/8/11 00:00:00,4602,4859,257
BR7-05134,2015/8/12 00:00:00,4444,4844,400
BR7-05134,2015/8/13 00:00:00,4393,4842,449
BR7-05134,2015/8/14 00:00:00,4357,4855,498
BR7-05134,2015/8/15 00:00:00,4404,4851,447
BR7-05134,2015/8/16 00:00:00,4196,4849,653
BR7-05134,2015/8/17 00:00:00,4678,4858,180
BR7-05134,2015/8/18 00:00:00,4429,4839,410
BR7-05134,2015/8/19 00:00:00,4561,4857,296
BR7-05134,2015/8/20 00:00:00,4534,4838,304
BR7-05134,2015/8/21 00:00:00,4343,4339,-4
BR7-05134,2015/8/21 00:00:00,4267,4835,568
BR7-05134,2015/8/22 00:00:00,4725,4852,127
BR7-05134,2015/8/23 00:00:00,4315,4832,517
BR7-05134,2015/8/24 00:00:00,4588,4854,266
BR7-05134,2015/8/25 00:00:00,4578,4850,272
BR7-05134,2015/8/26 00:00:00,4510,4851,341
BR7-05134,2015/8/27 00:00:00,4545,4858,313
BR7-E0001,2015/7/17 00:00:00,4361,4838,477
BR7-E0001,2015/7/18 00:00:00,4779,4857,78
BR7-E0001,2015/7/19 00:00:00,4764,4864,100
BR7-E0001,2015/7/20 00:00:00,4765,4861,96
BR7-E0001,2015/7/21 00:00:00,4766,4858,92
BR7-E0001,2015/7/22 00:00:00,4767,4865,98
BR7-E0001,2015/7/23 00:00:00,4743,4855,112
BR7-E0001,2015/7/24 00:00:00,4724,4864,140
BR7-E0001,2015/7/25 00:00:00,4756,4861,105
BR7-E0001,2015/7/26 00:00:00,4728,4850,122
BR7-E0001,2015/7/27 00:00:00,4745,4866,121
BR7-E0001,2015/7/28 00:00:00,4770,4862,92
BR7-E0001,2015/7/29 00:00:00,4741,4857,116
BR7-E0001,2015/7/30 00:00:00,4742,4854,112
BR7-E0001,2015/7/31 00:00:00,4744,4854,110
BR7-E0001,2015/8/1 00:00:00,4740,4856,116
BR7-E0001,2015/8/2 00:00:00,4750,4856,106
BR7-E0001,2015/8/3 00:00:00,4722,4862,140
BR7-E0001,2015/8/4 00:00:00,4737,4850,113
BR7-E0001,2015/8/5 00:00:00,4754,4864,110
BR7-E0001,2015/8/6 00:00:00,4796,4863,67
BR7-E0001,2015/8/7 00:00:00,4768,4849,81
BR7-E0001,2015/8/8 00:00:00,4743,4859,116
BR7-E0001,2015/8/9 00:00:00,4749,4865,116
BR7-E0001,2015/8/10 00:00:00,4745,4866,121
BR7-E0001,2015/8/11 00:00:00,4794,4866,72
BR7-E0001,2015/8/12 00:00:00,4781,4864,83
BR7-E0001,2015/8/13 00:00:00,4745,4853,108
BR7-E0001,2015/8/14 00:00:00,4750,4864,114
BR7-E0001,2015/8/15 00:00:00,4761,4864,103
BR7-E0001,2015/8/16 00:00:00,4710,4865,155
BR7-E0001,2015/8/17 00:00:00,4802,4863,61
BR7-E0001,2015/8/18 00:00:00,4769,4852,83
BR7-E0001,2015/8/19 00:00:00,4772,4864,92
BR7-E0001,2015/8/20 00:00:00,4780,4858,78
BR7-E0001,2015/8/21 00:00:00,4751,4856,105
BR7-E0001,2015/8/21 00:00:00,4826,4862,36
BR7-E0001,2015/8/22 00:00:00,4816,4857,41
BR7-E0001,2015/8/23 00:00:00,4766,4857,91
BR7-E0001,2015/8/24 00:00:00,4796,4865,69
BR7-E0001,2015/8/25 00:00:00,4807,4856,49
BR7-E0001,2015/8/26 00:00:00,4795,4859,64
BR7-E0001,2015/8/27 00:00:00,4788,4863,75
BR7-E0002,2015/7/17 00:00:00,4368,4853,485
BR7-E0002,2015/7/18 00:00:00,4805,4861,56
BR7-E0002,2015/7/19 00:00:00,4781,4862,81
BR7-E0002,2015/7/20 00:00:00,4777,4862,85
BR7-E0002,2015/7/21 00:00:00,4783,4865,82
BR7-E0002,2015/7/22 00:00:00,4788,4863,75
BR7-E0002,2015/7/23 00:00:00,4780,4862,82
BR7-E0002,2015/7/24 00:00:00,4781,4862,81
BR7-E0002,2015/7/25 00:00:00,4803,4866,63
BR7-E0002,2015/7/26 00:00:00,4784,4862,78
BR7-E0002,2015/7/27 00:00:00,4801,4867,66
BR7-E0002,2015/7/28 00:00:00,4787,4862,75
BR7-E0002,2015/7/29 00:00:00,4787,4861,74
BR7-E0002,2015/7/30 00:00:00,4791,4860,69
BR7-E0002,2015/7/31 00:00:00,4789,4859,70
BR7-E0002,2015/8/1 00:00:00,4790,4861,71
BR7-E0002,2015/8/2 00:00:00,4802,4861,59
BR7-E0002,2015/8/3 00:00:00,4786,4862,76
BR7-E0002,2015/8/4 00:00:00,4790,4860,70
BR7-E0002,2015/8/5 00:00:00,4779,4864,85
BR7-E0002,2015/8/6 00:00:00,4763,4863,100
BR7-E0002,2015/8/7 00:00:00,4790,4858,68
BR7-E0002,2015/8/8 00:00:00,4786,4862,76
BR7-E0002,2015/8/9 00:00:00,4791,4864,73
BR7-E0002,2015/8/10 00:00:00,4782,4867,85
BR7-E0002,2015/8/11 00:00:00,4820,4864,44
BR7-E0002,2015/8/12 00:00:00,4777,4859,82
BR7-E0002,2015/8/13 00:00:00,4793,4862,69
BR7-E0002,2015/8/14 00:00:00,4808,4862,54
BR7-E0002,2015/8/15 00:00:00,4809,4863,54
BR7-E0002,2015/8/16 00:00:00,4727,4860,133
BR7-E0002,2015/8/17 00:00:00,4823,4863,40
BR7-E0002,2015/8/18 00:00:00,4735,4860,125
BR7-E0002,2015/8/19 00:00:00,4801,4864,63
BR7-E0002,2015/8/20 00:00:00,4807,4863,56
BR7-E0002,2015/8/21 00:00:00,4797,4797,0
BR7-E0002,2015/8/21 00:00:00,4781,4867,86
BR7-E0002,2015/8/22 00:00:00,4842,4863,21
BR7-E0002,2015/8/23 00:00:00,4769,4859,90
BR7-E0002,2015/8/24 00:00:00,4805,4865,60
BR7-E0002,2015/8/25 00:00:00,4807,4863,56
BR7-E0002,2015/8/26 00:00:00,4820,4865,45
BR7-E0002,2015/8/27 00:00:00,4797,4863,66
