"","BR_code","plant","date_time","start_wt","end_wt","diff_wt","spore","rep","plant_name","ASSYST","dpi","ravg","cumsum","mean_ravg","lt_max_bool","lt_max_day"
"1","BR7-01111","1","2015/7/17 00:00:00",4916,4916,0,"1","1","OSR Cracker","Sheff-001",11,NA,0,433.388888888889,NA,18
"2","BR7-01111","1","2015/7/18 00:00:00",4869,4869,0,"1","1","OSR Cracker","Sheff-001",12,26.6666666666667,0,433.388888888889,TRUE,18
"3","BR7-01111","1","2015/7/19 00:00:00",4783,4863,80,"1","1","OSR Cracker","Sheff-001",13,56,80,433.388888888889,TRUE,18
"4","BR7-01111","1","2015/7/20 00:00:00",4775,4863,88,"1","1","OSR Cracker","Sheff-001",14,87,168,433.388888888889,TRUE,18
"5","BR7-01111","1","2015/7/21 00:00:00",4770,4863,93,"1","1","OSR Cracker","Sheff-001",15,92.6666666666667,261,433.388888888889,TRUE,18
"6","BR7-01111","1","2015/7/22 00:00:00",4767,4864,97,"1","1","OSR Cracker","Sheff-001",16,103,358,433.388888888889,TRUE,18
"7","BR7-01111","1","2015/7/23 00:00:00",4739,4858,119,"1","1","OSR Cracker","Sheff-001",17,123,477,433.388888888889,TRUE,18
"8","BR7-01111","1","2015/7/24 00:00:00",4713,4866,153,"1","1","OSR Cracker","Sheff-001",18,133,630,433.388888888889,TRUE,18
"9","BR7-01111","1","2015/7/25 00:00:00",4738,4865,127,"1","1","OSR Cracker","Sheff-001",19,143.333333333333,757,433.388888888889,TRUE,18
"10","BR7-01111","1","2015/7/26 00:00:00",4705,4855,150,"1","1","OSR Cracker","Sheff-001",20,148.333333333333,907,433.388888888889,TRUE,18
"11","BR7-01111","1","2015/7/27 00:00:00",4698,4866,168,"1","1","OSR Cracker","Sheff-001",21,159,1075,433.388888888889,TRUE,18
"12","BR7-01111","1","2015/7/28 00:00:00",4704,4863,159,"1","1","OSR Cracker","Sheff-001",22,175,1234,433.388888888889,TRUE,18
"13","BR7-01111","1","2015/7/29 00:00:00",4653,4851,198,"1","1","OSR Cracker","Sheff-001",23,192,1432,433.388888888889,TRUE,18
"14","BR7-01111","1","2015/7/30 00:00:00",4628,4847,219,"1","1","OSR Cracker","Sheff-001",24,215.666666666667,1651,433.388888888889,TRUE,18
"15","BR7-01111","1","2015/7/31 00:00:00",4612,4842,230,"1","1","OSR Cracker","Sheff-001",25,244.666666666667,1881,433.388888888889,TRUE,18
"16","BR7-01111","1","2015/8/1 00:00:00",4569,4854,285,"1","1","OSR Cracker","Sheff-001",26,269.666666666667,2166,433.388888888889,TRUE,18
"17","BR7-01111","1","2015/8/2 00:00:00",4556,4850,294,"1","1","OSR Cracker","Sheff-001",27,318.666666666667,2460,433.388888888889,TRUE,18
"18","BR7-01111","1","2015/8/3 00:00:00",4481,4858,377,"1","1","OSR Cracker","Sheff-001",28,354,2837,433.388888888889,TRUE,18
"19","BR7-01111","1","2015/8/4 00:00:00",4441,4832,391,"1","1","OSR Cracker","Sheff-001",29,396.666666666667,3228,433.388888888889,FALSE,18
"20","BR7-01111","1","2015/8/5 00:00:00",4430,4852,422,"1","1","OSR Cracker","Sheff-001",30,384.333333333333,3650,433.388888888889,TRUE,18
"21","BR7-01111","1","2015/8/6 00:00:00",4511,4851,340,"1","1","OSR Cracker","Sheff-001",31,368,3990,433.388888888889,TRUE,18
"22","BR7-01111","1","2015/8/7 00:00:00",4478,4820,342,"1","1","OSR Cracker","Sheff-001",32,377.333333333333,4332,433.388888888889,TRUE,18
"23","BR7-01111","1","2015/8/8 00:00:00",4395,4845,450,"1","1","OSR Cracker","Sheff-001",33,394.666666666667,4782,433.388888888889,FALSE,18
"24","BR7-01111","1","2015/8/9 00:00:00",4465,4857,392,"1","1","OSR Cracker","Sheff-001",34,477.666666666667,5174,433.388888888889,FALSE,18
"25","BR7-01111","1","2015/8/10 00:00:00",4260,4851,591,"1","1","OSR Cracker","Sheff-001",35,413.666666666667,5765,433.388888888889,FALSE,18
"26","BR7-01111","1","2015/8/11 00:00:00",4603,4861,258,"1","1","OSR Cracker","Sheff-001",36,408.333333333333,6023,433.388888888889,FALSE,18
"27","BR7-01111","1","2015/8/12 00:00:00",4465,4841,376,"1","1","OSR Cracker","Sheff-001",37,347.666666666667,6399,433.388888888889,TRUE,18
"28","BR7-01111","1","2015/8/13 00:00:00",4414,4823,409,"1","1","OSR Cracker","Sheff-001",38,392.666666666667,6808,433.388888888889,FALSE,18
"29","BR7-01111","1","2015/8/14 00:00:00",4437,4830,393,"1","1","OSR Cracker","Sheff-001",39,420,7201,433.388888888889,FALSE,18
"30","BR7-01111","1","2015/8/15 00:00:00",4399,4857,458,"1","1","OSR Cracker","Sheff-001",40,478.333333333333,7659,433.388888888889,FALSE,18
"31","BR7-01111","1","2015/8/16 00:00:00",4269,4853,584,"1","1","OSR Cracker","Sheff-001",41,402.333333333333,8243,433.388888888889,FALSE,18
"32","BR7-01111","1","2015/8/17 00:00:00",4687,4852,165,"1","1","OSR Cracker","Sheff-001",42,370,8408,433.388888888889,TRUE,18
"33","BR7-01111","1","2015/8/18 00:00:00",4460,4821,361,"1","1","OSR Cracker","Sheff-001",43,254.666666666667,8769,433.388888888889,TRUE,18
"34","BR7-01111","1","2015/8/19 00:00:00",4603,4841,238,"1","1","OSR Cracker","Sheff-001",44,295.333333333333,9007,433.388888888889,TRUE,18
"35","BR7-01111","1","2015/8/20 00:00:00",4531,4818,287,"1","1","OSR Cracker","Sheff-001",45,335.666666666667,9294,433.388888888889,TRUE,18
"36","BR7-01111","1","2015/8/21 00:00:00",4342,4824,482,"1","1","OSR Cracker","Sheff-001",46,325,9776,433.388888888889,TRUE,18
"37","BR7-01111","1","2015/8/21 00:00:00",4656,4862,206,"1","1","OSR Cracker","Sheff-001",46,265.333333333333,9982,433.388888888889,TRUE,18
"38","BR7-01111","1","2015/8/22 00:00:00",4750,4858,108,"1","1","OSR Cracker","Sheff-001",47,266.666666666667,10090,433.388888888889,TRUE,18
"39","BR7-01111","1","2015/8/23 00:00:00",4349,4835,486,"1","1","OSR Cracker","Sheff-001",48,299.333333333333,10576,433.388888888889,TRUE,18
"40","BR7-01111","1","2015/8/24 00:00:00",4552,4856,304,"1","1","OSR Cracker","Sheff-001",49,341,10880,433.388888888889,TRUE,18
"41","BR7-01111","1","2015/8/25 00:00:00",4616,4849,233,"1","1","OSR Cracker","Sheff-001",50,281,11113,433.388888888889,TRUE,18
"42","BR7-01111","1","2015/8/26 00:00:00",4547,4853,306,"1","1","OSR Cracker","Sheff-001",51,277.333333333333,11419,433.388888888889,TRUE,18
"43","BR7-01111","1","2015/8/27 00:00:00",4568,4861,293,"1","1","OSR Cracker","Sheff-001",52,NA,11712,433.388888888889,NA,18
"44","BR7-01112","1","2015/7/17 00:00:00",4935,4935,0,"1","2","OSR Cracker","Sheff-001",11,NA,0,437.111111111111,NA,18
"45","BR7-01112","1","2015/7/18 00:00:00",4895,4895,0,"1","2","OSR Cracker","Sheff-001",12,13.6666666666667,0,437.111111111111,TRUE,18
"46","BR7-01112","1","2015/7/19 00:00:00",4822,4863,41,"1","2","OSR Cracker","Sheff-001",13,39,41,437.111111111111,TRUE,18
"47","BR7-01112","1","2015/7/20 00:00:00",4786,4862,76,"1","2","OSR Cracker","Sheff-001",14,65.6666666666667,117,437.111111111111,TRUE,18
"48","BR7-01112","1","2015/7/21 00:00:00",4784,4864,80,"1","2","OSR Cracker","Sheff-001",15,79.3333333333333,197,437.111111111111,TRUE,18
"49","BR7-01112","1","2015/7/22 00:00:00",4782,4864,82,"1","2","OSR Cracker","Sheff-001",16,85,279,437.111111111111,TRUE,18
"50","BR7-01112","1","2015/7/23 00:00:00",4767,4860,93,"1","2","OSR Cracker","Sheff-001",17,94,372,437.111111111111,TRUE,18
"51","BR7-01112","1","2015/7/24 00:00:00",4754,4861,107,"1","2","OSR Cracker","Sheff-001",18,101.666666666667,479,437.111111111111,TRUE,18
"52","BR7-01112","1","2015/7/25 00:00:00",4756,4861,105,"1","2","OSR Cracker","Sheff-001",19,112,584,437.111111111111,TRUE,18
"53","BR7-01112","1","2015/7/26 00:00:00",4732,4856,124,"1","2","OSR Cracker","Sheff-001",20,124,708,437.111111111111,TRUE,18
"54","BR7-01112","1","2015/7/27 00:00:00",4719,4862,143,"1","2","OSR Cracker","Sheff-001",21,141.666666666667,851,437.111111111111,TRUE,18
"55","BR7-01112","1","2015/7/28 00:00:00",4703,4861,158,"1","2","OSR Cracker","Sheff-001",22,156.333333333333,1009,437.111111111111,TRUE,18
"56","BR7-01112","1","2015/7/29 00:00:00",4685,4853,168,"1","2","OSR Cracker","Sheff-001",23,175.333333333333,1177,437.111111111111,TRUE,18
"57","BR7-01112","1","2015/7/30 00:00:00",4656,4856,200,"1","2","OSR Cracker","Sheff-001",24,192.666666666667,1377,437.111111111111,TRUE,18
"58","BR7-01112","1","2015/7/31 00:00:00",4635,4845,210,"1","2","OSR Cracker","Sheff-001",25,227.333333333333,1587,437.111111111111,TRUE,18
"59","BR7-01112","1","2015/8/1 00:00:00",4579,4851,272,"1","2","OSR Cracker","Sheff-001",26,259.333333333333,1859,437.111111111111,TRUE,18
"60","BR7-01112","1","2015/8/2 00:00:00",4556,4852,296,"1","2","OSR Cracker","Sheff-001",27,318.666666666667,2155,437.111111111111,TRUE,18
"61","BR7-01112","1","2015/8/3 00:00:00",4471,4859,388,"1","2","OSR Cracker","Sheff-001",28,366.333333333333,2543,437.111111111111,TRUE,18
"62","BR7-01112","1","2015/8/4 00:00:00",4416,4831,415,"1","2","OSR Cracker","Sheff-001",29,413.666666666667,2958,437.111111111111,FALSE,18
"63","BR7-01112","1","2015/8/5 00:00:00",4414,4852,438,"1","2","OSR Cracker","Sheff-001",30,426.666666666667,3396,437.111111111111,FALSE,18
"64","BR7-01112","1","2015/8/6 00:00:00",4417,4844,427,"1","2","OSR Cracker","Sheff-001",31,418,3823,437.111111111111,FALSE,18
"65","BR7-01112","1","2015/8/7 00:00:00",4439,4828,389,"1","2","OSR Cracker","Sheff-001",32,421,4212,437.111111111111,FALSE,18
"66","BR7-01112","1","2015/8/8 00:00:00",4395,4842,447,"1","2","OSR Cracker","Sheff-001",33,414.333333333333,4659,437.111111111111,FALSE,18
"67","BR7-01112","1","2015/8/9 00:00:00",4451,4858,407,"1","2","OSR Cracker","Sheff-001",34,483,5066,437.111111111111,FALSE,18
"68","BR7-01112","1","2015/8/10 00:00:00",4257,4852,595,"1","2","OSR Cracker","Sheff-001",35,415.333333333333,5661,437.111111111111,FALSE,18
"69","BR7-01112","1","2015/8/11 00:00:00",4617,4861,244,"1","2","OSR Cracker","Sheff-001",36,409.666666666667,5905,437.111111111111,FALSE,18
"70","BR7-01112","1","2015/8/12 00:00:00",4462,4852,390,"1","2","OSR Cracker","Sheff-001",37,341,6295,437.111111111111,TRUE,18
"71","BR7-01112","1","2015/8/13 00:00:00",4457,4846,389,"1","2","OSR Cracker","Sheff-001",38,402.333333333333,6684,437.111111111111,FALSE,18
"72","BR7-01112","1","2015/8/14 00:00:00",4428,4856,428,"1","2","OSR Cracker","Sheff-001",39,398.666666666667,7112,437.111111111111,FALSE,18
"73","BR7-01112","1","2015/8/15 00:00:00",4477,4856,379,"1","2","OSR Cracker","Sheff-001",40,458.666666666667,7491,437.111111111111,FALSE,18
"74","BR7-01112","1","2015/8/16 00:00:00",4293,4862,569,"1","2","OSR Cracker","Sheff-001",41,367,8060,437.111111111111,TRUE,18
"75","BR7-01112","1","2015/8/17 00:00:00",4707,4860,153,"1","2","OSR Cracker","Sheff-001",42,363.333333333333,8213,437.111111111111,TRUE,18
"76","BR7-01112","1","2015/8/18 00:00:00",4471,4839,368,"1","2","OSR Cracker","Sheff-001",43,249.333333333333,8581,437.111111111111,TRUE,18
"77","BR7-01112","1","2015/8/19 00:00:00",4633,4860,227,"1","2","OSR Cracker","Sheff-001",44,293.666666666667,8808,437.111111111111,TRUE,18
"78","BR7-01112","1","2015/8/20 00:00:00",4553,4839,286,"1","2","OSR Cracker","Sheff-001",45,171,9094,437.111111111111,TRUE,18
"79","BR7-01112","1","2015/8/21 00:00:00",4441,4441,0,"1","2","OSR Cracker","Sheff-001",46,271.666666666667,9094,437.111111111111,TRUE,18
"80","BR7-01112","1","2015/8/21 00:00:00",4324,4853,529,"1","2","OSR Cracker","Sheff-001",46,208.333333333333,9623,437.111111111111,TRUE,18
"81","BR7-01112","1","2015/8/22 00:00:00",4762,4858,96,"1","2","OSR Cracker","Sheff-001",47,338.666666666667,9719,437.111111111111,TRUE,18
"82","BR7-01112","1","2015/8/23 00:00:00",4455,4846,391,"1","2","OSR Cracker","Sheff-001",48,240.333333333333,10110,437.111111111111,TRUE,18
"83","BR7-01112","1","2015/8/24 00:00:00",4628,4862,234,"1","2","OSR Cracker","Sheff-001",49,273.333333333333,10344,437.111111111111,TRUE,18
"84","BR7-01112","1","2015/8/25 00:00:00",4660,4855,195,"1","2","OSR Cracker","Sheff-001",50,219.666666666667,10539,437.111111111111,TRUE,18
"85","BR7-01112","1","2015/8/26 00:00:00",4627,4857,230,"1","2","OSR Cracker","Sheff-001",51,192.666666666667,10769,437.111111111111,TRUE,18
"86","BR7-01112","1","2015/8/27 00:00:00",4707,4860,153,"1","2","OSR Cracker","Sheff-001",52,NA,10922,437.111111111111,NA,18
"87","BR7-01113","1","2015/7/17 00:00:00",4834,4862,28,"1","3","OSR Cracker","Sheff-001",11,NA,28,445.611111111111,NA,19
"88","BR7-01113","1","2015/7/18 00:00:00",4821,4861,40,"1","3","OSR Cracker","Sheff-001",12,50.6666666666667,68,445.611111111111,TRUE,19
"89","BR7-01113","1","2015/7/19 00:00:00",4779,4863,84,"1","3","OSR Cracker","Sheff-001",13,70.3333333333333,152,445.611111111111,TRUE,19
"90","BR7-01113","1","2015/7/20 00:00:00",4775,4862,87,"1","3","OSR Cracker","Sheff-001",14,87,239,445.611111111111,TRUE,19
"91","BR7-01113","1","2015/7/21 00:00:00",4774,4864,90,"1","3","OSR Cracker","Sheff-001",15,90,329,445.611111111111,TRUE,19
"92","BR7-01113","1","2015/7/22 00:00:00",4772,4865,93,"1","3","OSR Cracker","Sheff-001",16,97.6666666666667,422,445.611111111111,TRUE,19
"93","BR7-01113","1","2015/7/23 00:00:00",4752,4862,110,"1","3","OSR Cracker","Sheff-001",17,108.666666666667,532,445.611111111111,TRUE,19
"94","BR7-01113","1","2015/7/24 00:00:00",4738,4861,123,"1","3","OSR Cracker","Sheff-001",18,117.666666666667,655,445.611111111111,TRUE,19
"95","BR7-01113","1","2015/7/25 00:00:00",4743,4863,120,"1","3","OSR Cracker","Sheff-001",19,128.666666666667,775,445.611111111111,TRUE,19
"96","BR7-01113","1","2015/7/26 00:00:00",4716,4859,143,"1","3","OSR Cracker","Sheff-001",20,137.666666666667,918,445.611111111111,TRUE,19
"97","BR7-01113","1","2015/7/27 00:00:00",4712,4862,150,"1","3","OSR Cracker","Sheff-001",21,148.333333333333,1068,445.611111111111,TRUE,19
"98","BR7-01113","1","2015/7/28 00:00:00",4707,4859,152,"1","3","OSR Cracker","Sheff-001",22,162,1220,445.611111111111,TRUE,19
"99","BR7-01113","1","2015/7/29 00:00:00",4671,4855,184,"1","3","OSR Cracker","Sheff-001",23,177,1404,445.611111111111,TRUE,19
"100","BR7-01113","1","2015/7/30 00:00:00",4655,4850,195,"1","3","OSR Cracker","Sheff-001",24,202.333333333333,1599,445.611111111111,TRUE,19
"101","BR7-01113","1","2015/7/31 00:00:00",4619,4847,228,"1","3","OSR Cracker","Sheff-001",25,231.666666666667,1827,445.611111111111,TRUE,19
"102","BR7-01113","1","2015/8/1 00:00:00",4583,4855,272,"1","3","OSR Cracker","Sheff-001",26,258,2099,445.611111111111,TRUE,19
"103","BR7-01113","1","2015/8/2 00:00:00",4577,4851,274,"1","3","OSR Cracker","Sheff-001",27,296,2373,445.611111111111,TRUE,19
"104","BR7-01113","1","2015/8/3 00:00:00",4511,4853,342,"1","3","OSR Cracker","Sheff-001",28,340.666666666667,2715,445.611111111111,TRUE,19
"105","BR7-01113","1","2015/8/4 00:00:00",4429,4835,406,"1","3","OSR Cracker","Sheff-001",29,391.333333333333,3121,445.611111111111,TRUE,19
"106","BR7-01113","1","2015/8/5 00:00:00",4422,4848,426,"1","3","OSR Cracker","Sheff-001",30,401.333333333333,3547,445.611111111111,FALSE,19
"107","BR7-01113","1","2015/8/6 00:00:00",4465,4837,372,"1","3","OSR Cracker","Sheff-001",31,395.333333333333,3919,445.611111111111,TRUE,19
"108","BR7-01113","1","2015/8/7 00:00:00",4488,4876,388,"1","3","OSR Cracker","Sheff-001",32,380.333333333333,4307,445.611111111111,TRUE,19
"109","BR7-01113","1","2015/8/8 00:00:00",4461,4842,381,"1","3","OSR Cracker","Sheff-001",33,424.666666666667,4688,445.611111111111,FALSE,19
"110","BR7-01113","1","2015/8/9 00:00:00",4348,4853,505,"1","3","OSR Cracker","Sheff-001",34,512.333333333333,5193,445.611111111111,FALSE,19
"111","BR7-01113","1","2015/8/10 00:00:00",4201,4852,651,"1","3","OSR Cracker","Sheff-001",35,454,5844,445.611111111111,FALSE,19
"112","BR7-01113","1","2015/8/11 00:00:00",4650,4856,206,"1","3","OSR Cracker","Sheff-001",36,415,6050,445.611111111111,FALSE,19
"113","BR7-01113","1","2015/8/12 00:00:00",4446,4834,388,"1","3","OSR Cracker","Sheff-001",37,321.666666666667,6438,445.611111111111,TRUE,19
"114","BR7-01113","1","2015/8/13 00:00:00",4468,4839,371,"1","3","OSR Cracker","Sheff-001",38,409,6809,445.611111111111,FALSE,19
"115","BR7-01113","1","2015/8/14 00:00:00",4373,4841,468,"1","3","OSR Cracker","Sheff-001",39,391.333333333333,7277,445.611111111111,TRUE,19
"116","BR7-01113","1","2015/8/15 00:00:00",4512,4847,335,"1","3","OSR Cracker","Sheff-001",40,457,7612,445.611111111111,FALSE,19
"117","BR7-01113","1","2015/8/16 00:00:00",4272,4840,568,"1","3","OSR Cracker","Sheff-001",41,335.333333333333,8180,445.611111111111,TRUE,19
"118","BR7-01113","1","2015/8/17 00:00:00",4759,4862,103,"1","3","OSR Cracker","Sheff-001",42,381,8283,445.611111111111,TRUE,19
"119","BR7-01113","1","2015/8/18 00:00:00",4359,4831,472,"1","3","OSR Cracker","Sheff-001",43,283.333333333333,8755,445.611111111111,TRUE,19
"120","BR7-01113","1","2015/8/19 00:00:00",4583,4858,275,"1","3","OSR Cracker","Sheff-001",44,358.333333333333,9030,445.611111111111,TRUE,19
"121","BR7-01113","1","2015/8/20 00:00:00",4512,4840,328,"1","3","OSR Cracker","Sheff-001",45,201,9358,445.611111111111,TRUE,19
"122","BR7-01113","1","2015/8/21 00:00:00",4361,4361,0,"1","3","OSR Cracker","Sheff-001",46,317.666666666667,9358,445.611111111111,TRUE,19
"123","BR7-01113","1","2015/8/21 00:00:00",4226,4851,625,"1","3","OSR Cracker","Sheff-001",46,247,9983,445.611111111111,TRUE,19
"124","BR7-01113","1","2015/8/22 00:00:00",4743,4859,116,"1","3","OSR Cracker","Sheff-001",47,410.666666666667,10099,445.611111111111,FALSE,19
"125","BR7-01113","1","2015/8/23 00:00:00",4347,4838,491,"1","3","OSR Cracker","Sheff-001",48,288.333333333333,10590,445.611111111111,TRUE,19
"126","BR7-01113","1","2015/8/24 00:00:00",4600,4858,258,"1","3","OSR Cracker","Sheff-001",49,332,10848,445.611111111111,TRUE,19
"127","BR7-01113","1","2015/8/25 00:00:00",4604,4851,247,"1","3","OSR Cracker","Sheff-001",50,271.333333333333,11095,445.611111111111,TRUE,19
"128","BR7-01113","1","2015/8/26 00:00:00",4542,4851,309,"1","3","OSR Cracker","Sheff-001",51,294.333333333333,11404,445.611111111111,TRUE,19
"129","BR7-01113","1","2015/8/27 00:00:00",4528,4855,327,"1","3","OSR Cracker","Sheff-001",52,NA,11731,445.611111111111,NA,19
"130","BR7-01114","1","2015/7/17 00:00:00",4918,4918,0,"1","4","OSR Cracker","Sheff-001",11,NA,0,409.555555555556,NA,18
"131","BR7-01114","1","2015/7/18 00:00:00",4868,4868,0,"1","4","OSR Cracker","Sheff-001",12,28.3333333333333,0,409.555555555556,TRUE,18
"132","BR7-01114","1","2015/7/19 00:00:00",4778,4863,85,"1","4","OSR Cracker","Sheff-001",13,58.6666666666667,85,409.555555555556,TRUE,18
"133","BR7-01114","1","2015/7/20 00:00:00",4769,4860,91,"1","4","OSR Cracker","Sheff-001",14,92.3333333333333,176,409.555555555556,TRUE,18
"134","BR7-01114","1","2015/7/21 00:00:00",4762,4863,101,"1","4","OSR Cracker","Sheff-001",15,99,277,409.555555555556,TRUE,18
"135","BR7-01114","1","2015/7/22 00:00:00",4759,4864,105,"1","4","OSR Cracker","Sheff-001",16,108,382,409.555555555556,TRUE,18
"136","BR7-01114","1","2015/7/23 00:00:00",4739,4857,118,"1","4","OSR Cracker","Sheff-001",17,121.666666666667,500,409.555555555556,TRUE,18
"137","BR7-01114","1","2015/7/24 00:00:00",4720,4862,142,"1","4","OSR Cracker","Sheff-001",18,125.333333333333,642,409.555555555556,TRUE,18
"138","BR7-01114","1","2015/7/25 00:00:00",4746,4862,116,"1","4","OSR Cracker","Sheff-001",19,136.333333333333,758,409.555555555556,TRUE,18
"139","BR7-01114","1","2015/7/26 00:00:00",4705,4856,151,"1","4","OSR Cracker","Sheff-001",20,138.666666666667,909,409.555555555556,TRUE,18
"140","BR7-01114","1","2015/7/27 00:00:00",4714,4863,149,"1","4","OSR Cracker","Sheff-001",21,142,1058,409.555555555556,TRUE,18
"141","BR7-01114","1","2015/7/28 00:00:00",4735,4861,126,"1","4","OSR Cracker","Sheff-001",22,157,1184,409.555555555556,TRUE,18
"142","BR7-01114","1","2015/7/29 00:00:00",4660,4856,196,"1","4","OSR Cracker","Sheff-001",23,175,1380,409.555555555556,TRUE,18
"143","BR7-01114","1","2015/7/30 00:00:00",4649,4852,203,"1","4","OSR Cracker","Sheff-001",24,206.333333333333,1583,409.555555555556,TRUE,18
"144","BR7-01114","1","2015/7/31 00:00:00",4622,4842,220,"1","4","OSR Cracker","Sheff-001",25,233.666666666667,1803,409.555555555556,TRUE,18
"145","BR7-01114","1","2015/8/1 00:00:00",4570,4848,278,"1","4","OSR Cracker","Sheff-001",26,254.333333333333,2081,409.555555555556,TRUE,18
"146","BR7-01114","1","2015/8/2 00:00:00",4581,4846,265,"1","4","OSR Cracker","Sheff-001",27,301,2346,409.555555555556,TRUE,18
"147","BR7-01114","1","2015/8/3 00:00:00",4489,4849,360,"1","4","OSR Cracker","Sheff-001",28,346.333333333333,2706,409.555555555556,TRUE,18
"148","BR7-01114","1","2015/8/4 00:00:00",4422,4836,414,"1","4","OSR Cracker","Sheff-001",29,393,3120,409.555555555556,FALSE,18
"149","BR7-01114","1","2015/8/5 00:00:00",4447,4852,405,"1","4","OSR Cracker","Sheff-001",30,389,3525,409.555555555556,FALSE,18
"150","BR7-01114","1","2015/8/6 00:00:00",4500,4848,348,"1","4","OSR Cracker","Sheff-001",31,373.333333333333,3873,409.555555555556,FALSE,18
"151","BR7-01114","1","2015/8/7 00:00:00",4464,4831,367,"1","4","OSR Cracker","Sheff-001",32,378.666666666667,4240,409.555555555556,FALSE,18
"152","BR7-01114","1","2015/8/8 00:00:00",4423,4844,421,"1","4","OSR Cracker","Sheff-001",33,383.333333333333,4661,409.555555555556,FALSE,18
"153","BR7-01114","1","2015/8/9 00:00:00",4487,4849,362,"1","4","OSR Cracker","Sheff-001",34,457.333333333333,5023,409.555555555556,FALSE,18
"154","BR7-01114","1","2015/8/10 00:00:00",4252,4841,589,"1","4","OSR Cracker","Sheff-001",35,397.666666666667,5612,409.555555555556,FALSE,18
"155","BR7-01114","1","2015/8/11 00:00:00",4615,4857,242,"1","4","OSR Cracker","Sheff-001",36,402.333333333333,5854,409.555555555556,FALSE,18
"156","BR7-01114","1","2015/8/12 00:00:00",4463,4839,376,"1","4","OSR Cracker","Sheff-001",37,333.666666666667,6230,409.555555555556,TRUE,18
"157","BR7-01114","1","2015/8/13 00:00:00",4444,4827,383,"1","4","OSR Cracker","Sheff-001",38,370,6613,409.555555555556,FALSE,18
"158","BR7-01114","1","2015/8/14 00:00:00",4487,4838,351,"1","4","OSR Cracker","Sheff-001",39,368,6964,409.555555555556,TRUE,18
"159","BR7-01114","1","2015/8/15 00:00:00",4458,4828,370,"1","4","OSR Cracker","Sheff-001",40,418,7334,409.555555555556,FALSE,18
"160","BR7-01114","1","2015/8/16 00:00:00",4304,4837,533,"1","4","OSR Cracker","Sheff-001",41,363.666666666667,7867,409.555555555556,TRUE,18
"161","BR7-01114","1","2015/8/17 00:00:00",4664,4852,188,"1","4","OSR Cracker","Sheff-001",42,370,8055,409.555555555556,FALSE,18
"162","BR7-01114","1","2015/8/18 00:00:00",4435,4824,389,"1","4","OSR Cracker","Sheff-001",43,282,8444,409.555555555556,TRUE,18
"163","BR7-01114","1","2015/8/19 00:00:00",4579,4848,269,"1","4","OSR Cracker","Sheff-001",44,325.666666666667,8713,409.555555555556,TRUE,18
"164","BR7-01114","1","2015/8/20 00:00:00",4515,4834,319,"1","4","OSR Cracker","Sheff-001",45,194,9032,409.555555555556,TRUE,18
"165","BR7-01114","1","2015/8/21 00:00:00",4399,4393,-6,"1","4","OSR Cracker","Sheff-001",46,290.333333333333,9026,409.555555555556,TRUE,18
"166","BR7-01114","1","2015/8/21 00:00:00",4273,4831,558,"1","4","OSR Cracker","Sheff-001",46,223,9584,409.555555555556,TRUE,18
"167","BR7-01114","1","2015/8/22 00:00:00",4740,4857,117,"1","4","OSR Cracker","Sheff-001",47,369.666666666667,9701,409.555555555556,FALSE,18
"168","BR7-01114","1","2015/8/23 00:00:00",4391,4825,434,"1","4","OSR Cracker","Sheff-001",48,259,10135,409.555555555556,TRUE,18
"169","BR7-01114","1","2015/8/24 00:00:00",4624,4850,226,"1","4","OSR Cracker","Sheff-001",49,295.333333333333,10361,409.555555555556,TRUE,18
"170","BR7-01114","1","2015/8/25 00:00:00",4618,4844,226,"1","4","OSR Cracker","Sheff-001",50,249.666666666667,10587,409.555555555556,TRUE,18
"171","BR7-01114","1","2015/8/26 00:00:00",4546,4843,297,"1","4","OSR Cracker","Sheff-001",51,273.333333333333,10884,409.555555555556,TRUE,18
"172","BR7-01114","1","2015/8/27 00:00:00",4552,4849,297,"1","4","OSR Cracker","Sheff-001",52,NA,11181,409.555555555556,NA,18
"173","BR7-01121","1","2015/7/17 00:00:00",4870,4870,0,"2","1","OSR Cracker","Sheff-001",11,NA,0,415.944444444444,NA,22
"174","BR7-01121","1","2015/7/18 00:00:00",4828,4860,32,"2","1","OSR Cracker","Sheff-001",12,37.3333333333333,32,415.944444444444,TRUE,22
"175","BR7-01121","1","2015/7/19 00:00:00",4782,4862,80,"2","1","OSR Cracker","Sheff-001",13,64.3333333333333,112,415.944444444444,TRUE,22
"176","BR7-01121","1","2015/7/20 00:00:00",4781,4862,81,"2","1","OSR Cracker","Sheff-001",14,82.3333333333333,193,415.944444444444,TRUE,22
"177","BR7-01121","1","2015/7/21 00:00:00",4777,4863,86,"2","1","OSR Cracker","Sheff-001",15,86.3333333333333,279,415.944444444444,TRUE,22
"178","BR7-01121","1","2015/7/22 00:00:00",4774,4866,92,"2","1","OSR Cracker","Sheff-001",16,91,371,415.944444444444,TRUE,22
"179","BR7-01121","1","2015/7/23 00:00:00",4767,4862,95,"2","1","OSR Cracker","Sheff-001",17,100.333333333333,466,415.944444444444,TRUE,22
"180","BR7-01121","1","2015/7/24 00:00:00",4749,4863,114,"2","1","OSR Cracker","Sheff-001",18,104.666666666667,580,415.944444444444,TRUE,22
